index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
314,Demogorgon,S_DEMON,106,15,-8,95,-20,G_HELL | G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_MAGC, AD_SPEL, 8, 6)","ATTK(AT_STNG, AD_DRLI, 1, 4)","ATTK(AT_CLAW, AD_DISE, 1, 6)","ATTK(AT_CLAW, AD_DISE, 1, 6)",NO_ATTK,NO_ATTK,1500,500,MS_GROWL,MZ_HUGE,MR_FIRE | MR_POISON,,M1_FLY | M1_SEE_INVIS | M1_NOHANDS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_PNAME | M2_NASTY| M2_PRINCE | M2_MALE,M3_WANTSAMUL | M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,(major) demons: Named demon lords & princes plus Arch-Devils.,,
315,Death,S_DEMON,30,12,-5,100,0,G_UNIQ | G_NOGEN,"ATTK(AT_TUCH, AD_DETH, 8, 8)","ATTK(AT_TUCH, AD_DETH, 8, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,1,MS_RIDER,MZ_HUMAN,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_HUMANOID | M1_REGEN | M1_SEE_INVIS | M1_TPORT_CNTRL,M2_NOPOLY | M2_STALK | M2_HOSTILE | M2_PNAME | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION | M3_DISPLACES,HI_LORD,Riders,"the Four Horsemen of the Apocalypse (""War"" == player)",
316,Pestilence,S_DEMON,30,12,-5,100,0,G_UNIQ | G_NOGEN,"ATTK(AT_TUCH, AD_PEST, 8, 8)","ATTK(AT_TUCH, AD_PEST, 8, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,1,MS_RIDER,MZ_HUMAN,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_HUMANOID | M1_REGEN | M1_SEE_INVIS | M1_TPORT_CNTRL,M2_NOPOLY | M2_STALK | M2_HOSTILE | M2_PNAME | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION | M3_DISPLACES,HI_LORD,Riders,"the Four Horsemen of the Apocalypse (""War"" == player)",
317,Famine,S_DEMON,30,12,-5,100,0,G_UNIQ | G_NOGEN,"ATTK(AT_TUCH, AD_FAMN, 8, 8)","ATTK(AT_TUCH, AD_FAMN, 8, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,1,MS_RIDER,MZ_HUMAN,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_HUMANOID | M1_REGEN | M1_SEE_INVIS | M1_TPORT_CNTRL,M2_NOPOLY | M2_STALK | M2_HOSTILE | M2_PNAME | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION | M3_DISPLACES,HI_LORD,Riders,"the Four Horsemen of the Apocalypse (""War"" == player)",
318,mail daemon,S_DEMON,56,24,10,127,0,G_NOGEN | G_NOCORPSE,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SILENT,MZ_HUMAN,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON | MR_STONE,,M1_FLY | M1_SWIM | M1_BREATHLESS | M1_SEE_INVIS | M1_HUMANOID| M1_POIS,M2_NOPOLY | M2_STALK | M2_PEACEFUL,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BRIGHT_BLUE,other demons,#ifdef MAIL,
319,djinni,S_DEMON,7,12,4,30,0,G_NOGEN | G_NOCORPSE,"ATTK(AT_WEAP, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_DJINNI,MZ_HUMAN,MR_POISON | MR_STONE,,M1_HUMANOID | M1_FLY | M1_POIS,M2_NOPOLY | M2_STALK | M2_COLLECT,M3_INFRAVISIBLE,CLR_YELLOW,other demons,,
320,jellyfish,S_EEL,3,3,6,0,0,G_GENO | G_NOGEN,"ATTK(AT_STNG, AD_DRST, 3, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,80,20,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM | M1_AMPHIBIOUS | M1_SLITHY | M1_NOLIMBS | M1_NOHEAD| M1_NOTAKE | M1_POIS,M2_HOSTILE,,CLR_BLUE,other demons,,
321,piranha,S_EEL,5,12,4,0,0,G_GENO | G_NOGEN | G_SGROUP,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,30,MS_SILENT,MZ_SMALL,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_SLITHY | M1_NOLIMBS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,,CLR_RED,sea monsters,,
322,shark,S_EEL,7,12,2,0,0,G_GENO | G_NOGEN,"ATTK(AT_BITE, AD_PHYS, 5, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,350,MS_SILENT,MZ_LARGE,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_SLITHY | M1_NOLIMBS| M1_CARNIVORE | M1_OVIPAROUS | M1_THICK_HIDE | M1_NOTAKE,M2_HOSTILE,,CLR_GRAY,sea monsters,,
323,giant eel,S_EEL,5,9,-1,0,0,G_GENO | G_NOGEN,"ATTK(AT_BITE, AD_PHYS, 3, 6)","ATTK(AT_TUCH, AD_WRAP, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,250,MS_SILENT,MZ_HUGE,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_SLITHY | M1_NOLIMBS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,M3_INFRAVISIBLE,CLR_CYAN,sea monsters,,
324,electric eel,S_EEL,7,10,-3,0,0,G_GENO | G_NOGEN,"ATTK(AT_BITE, AD_ELEC, 4, 6)","ATTK(AT_TUCH, AD_WRAP, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,250,MS_SILENT,MZ_HUGE,MR_ELEC,MR_ELEC,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_SLITHY | M1_NOLIMBS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,M3_INFRAVISIBLE,CLR_BRIGHT_BLUE,sea monsters,,
325,kraken,S_EEL,20,3,6,0,-3,G_GENO | G_NOGEN,"ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_HUGS, AD_WRAP, 2, 6)","ATTK(AT_BITE, AD_PHYS, 5, 4)",NO_ATTK,NO_ATTK,1800,1000,MS_SILENT,MZ_HUGE,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_NOPOLY | M2_HOSTILE | M2_STRONG,M3_INFRAVISIBLE,CLR_RED,sea monsters,,
326,newt,S_LIZARD,0,6,8,0,0,G_GENO | 5,"ATTK(AT_BITE, AD_PHYS, 1, 2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,20,MS_SILENT,MZ_TINY,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE,,CLR_YELLOW,"lizards, &c",,
327,gecko,S_LIZARD,1,6,8,0,0,G_GENO | 5,"ATTK(AT_BITE, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,20,MS_SQEEK,MZ_TINY,,,M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE,,CLR_GREEN,"lizards, &c",,
328,iguana,S_LIZARD,2,6,7,0,0,G_GENO | 5,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SILENT,MZ_TINY,,,M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE,,CLR_BROWN,"lizards, &c",,
329,baby crocodile,S_LIZARD,3,6,7,0,0,,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_SILENT,MZ_MEDIUM,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE,,CLR_BROWN,"lizards, &c",,
330,lizard,S_LIZARD,5,6,6,10,0,G_GENO | 5,"ATTK(AT_BITE, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,40,MS_SILENT,MZ_TINY,MR_STONE,MR_STONE,M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE,,CLR_GREEN,"lizards, &c",,
331,chameleon,S_LIZARD,6,5,6,10,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 4, 2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_TINY,,,M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_NOPOLY | M2_HOSTILE | M2_SHAPESHIFTER,,CLR_BROWN,"lizards, &c",,
332,crocodile,S_LIZARD,6,9,5,0,0,G_GENO | 1,"ATTK(AT_BITE, AD_PHYS, 4, 2)","ATTK(AT_CLAW, AD_PHYS, 1, 12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_SILENT,MZ_LARGE,,,M1_SWIM | M1_AMPHIBIOUS | M1_ANIMAL | M1_THICK_HIDE | M1_NOHANDS| M1_OVIPAROUS | M1_CARNIVORE,M2_STRONG | M2_HOSTILE,,CLR_BROWN,"lizards, &c",,
333,salamander,S_LIZARD,8,12,-1,0,-9,G_HELL | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 8)","ATTK(AT_TUCH, AD_FIRE, 1, 6)","ATTK(AT_HUGS, AD_PHYS, 2, 6)","ATTK(AT_HUGS, AD_FIRE, 3, 6)",NO_ATTK,NO_ATTK,1500,400,MS_MUMBLE,MZ_HUMAN,MR_SLEEP | MR_FIRE,MR_FIRE,M1_HUMANOID | M1_SLITHY | M1_THICK_HIDE | M1_POIS,M2_STALK | M2_HOSTILE | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,CLR_ORANGE,"lizards, &c",,
334,long worm tail,S_WORM_TAIL,0,0,0,0,0,G_NOGEN | G_NOCORPSE | G_UNIQ,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,0,0,,,,M2_NOPOLY,,CLR_BROWN,dummy monster needed for visual interface,(marking it unique prevents figurines),
335,archeologist,S_HUMAN,10,12,10,1,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_TUNNEL | M1_NEEDPICK | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
336,barbarian,S_HUMAN,10,12,10,1,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
337,caveman,S_HUMAN,10,12,10,0,1,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
338,cavewoman,S_HUMAN,10,12,10,0,1,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_FEMALE | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
339,healer,S_HUMAN,10,12,10,1,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
340,knight,S_HUMAN,10,12,10,1,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
341,monk,S_HUMAN,10,12,10,2,0,,"ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_KICK, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_HERBIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT | M2_MALE,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
342,priest,S_HUMAN,10,12,10,2,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_MALE | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
343,priestess,S_HUMAN,10,12,10,2,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_FEMALE | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
344,ranger,S_HUMAN,10,12,10,2,-3,,"ATTK(AT_WEAP, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
345,rogue,S_HUMAN,10,12,10,1,-3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_GREEDY | M2_JEWELS | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
346,samurai,S_HUMAN,10,12,10,1,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
347,tourist,S_HUMAN,10,12,10,1,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
348,valkyrie,S_HUMAN,10,12,10,1,-1,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,MR_COLD,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_FEMALE | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
349,wizard,S_HUMAN,10,12,10,3,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,HI_DOMESTIC,character classes,,
350,Lord Carnarvon,S_HUMAN,20,12,0,30,20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_TUNNEL | M1_NEEDPICK | M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
351,Pelias,S_HUMAN,20,12,0,30,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
352,Shaman Karnov,S_HUMAN,20,12,0,30,20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
353,Earendil,S_HUMAN,20,12,0,50,-20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_LEADER,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_ELF | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG| M2_MALE | M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISION | M3_INFRAVISIBLE,HI_LORD,quest leaders,OBSOLETE,Two of elves – one of each sex.
354,Elwing,S_HUMAN,20,12,0,50,-20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_LEADER,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_ELF | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG| M2_FEMALE | M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISION | M3_INFRAVISIBLE,HI_LORD,quest leaders,OBSOLETE,Two of elves – one of each sex.
355,Hippocrates,S_HUMAN,20,12,0,40,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
356,King Arthur,S_HUMAN,20,12,0,40,20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
357,Grand Master,S_HUMAN,25,12,0,70,0,G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_PHYS, 4, 10)","ATTK(AT_KICK, AD_PHYS, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,MR_FIRE | MR_ELEC | MR_SLEEP | MR_POISON,,M1_HUMANOID | M1_SEE_INVIS | M1_HERBIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_MALE | M2_NASTY| M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,CLR_BLACK,quest leaders,,
358,Arch Priest,S_HUMAN,25,12,7,70,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 4, 10)","ATTK(AT_KICK, AD_PHYS, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)","ATTK(AT_MAGC, AD_CLRC, 2, 8)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,MR_FIRE | MR_ELEC | MR_SLEEP | MR_POISON,,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_MALE | M2_COLLECT| M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,CLR_WHITE,quest leaders,,
359,Orion,S_HUMAN,20,12,0,30,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2200,700,MS_LEADER,MZ_HUGE,,,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS | M1_SWIM | M1_AMPHIBIOUS,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISION | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
360,Master of Thieves,S_HUMAN,20,12,0,30,-20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_SAMU, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_MALE | M2_GREEDY| M2_JEWELS | M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders / nemeses,Note: Master of Thieves is also the Tourist's nemesis.,
361,Lord Sato,S_HUMAN,20,12,0,30,20,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
362,Twoflower,S_HUMAN,20,12,10,20,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_PEACEFUL | M2_STRONG | M2_MALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_DOMESTIC,quest leaders,,
363,Norn,S_HUMAN,20,12,0,80,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1800,550,MS_LEADER,MZ_HUGE,MR_COLD,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_FEMALE| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,HI_LORD,quest leaders,,
364,Neferet the Green,S_HUMAN,20,12,0,60,0,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_MAGC, AD_SPEL, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_LEADER,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_FEMALE | M2_PNAME | M2_PEACEFUL | M2_STRONG| M2_COLLECT | M2_MAGIC,M3_CLOSE | M3_INFRAVISIBLE,CLR_GREEN,quest leaders,,
